,Country,Job Title,Rural,Quantity,Percentage
1576,IT,Field Artillery Automated Tactical Data System Specialist,Urban,1,2%
1577,IT,Data Input Clerk,Urban,4,7%
1578,IT,Database Management System Specialist (DBMS Specialist),Urban,10,18%
1579,IT,Data Collection Technician,Urban,1,2%
1580,IT,Database Modeler,Rural,2,4%
1581,IT,Database Modeler,Urban,4,7%
1582,IT,Survey Data Technician,Urban,1,2%
1583,IT,Data Coder Operator,Urban,5,9%
1584,IT,Data Base Design Analyst,Rural,1,2%
1585,IT,Data Base Design Analyst,Urban,8,14%
1586,IT,Flight Test Data Acquisition Technician,Rural,1,2%
1587,IT,Clinical Data Associate,Urban,2,4%
1588,IT,Data Capture Clerk,Rural,1,2%
1589,IT,Data Capture Clerk,Urban,2,4%
1590,IT,Data Analysis Assistant,Urban,1,2%
1591,IT,Database Designer,Rural,1,2%
1592,IT,Database Designer,Urban,8,14%
1593,IT,Database Administration Associate,Urban,6,11%
1594,IT,Data Entry Machine Operator,Urban,1,2%
1595,IT,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,2%
1596,IT,Geographic Information Systems Data Manager (GIS Data Manager),Urban,5,9%
1597,IT,Database Design Analyst,Rural,2,4%
1598,IT,Database Design Analyst,Urban,6,11%
1599,IT,Database Specialist,Urban,3,5%
1600,IT,Health Data Analyst,Urban,3,5%
1601,IT,Clinical Data Management Manager (CDM Manager),Urban,3,5%
1602,IT,Databases Software Consultant,Rural,1,2%
1603,IT,Databases Software Consultant,Urban,2,4%
1604,IT,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,2%
1605,IT,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,7,12%
1606,IT,Data Management Information Technology Specialist,Rural,2,4%
1607,IT,Data Management Information Technology Specialist,Urban,7,12%
1608,IT,Data Officer,Rural,5,9%
1609,IT,Data Officer,Urban,10,18%
1610,IT,Data Typist,Urban,3,5%
1611,IT,Data Warehouse Architect,Rural,4,7%
1612,IT,Data Warehouse Architect,Urban,10,18%
1613,IT,Data Warehouse Specialist,Rural,1,2%
1614,IT,Data Warehouse Specialist,Urban,8,14%
1615,IT,Data Control Assistant,Urban,2,4%
1616,IT,Data Acquisition Technician,Urban,2,4%
1617,IT,Database Coordinator,Rural,1,2%
1618,IT,Database Coordinator,Urban,4,7%
1619,IT,Data Systems Manager,Rural,1,2%
1620,IT,Data Systems Manager,Urban,7,12%
1621,IT,Data Warehouse Developer,Rural,2,4%
1622,IT,Data Warehouse Developer,Urban,5,9%
1623,IT,Automatic Data Processing Planner,Rural,2,4%
1624,IT,Automatic Data Processing Planner,Urban,5,9%
1625,IT,Data Processing Consultant,Rural,1,2%
1626,IT,Data Processing Consultant,Urban,3,5%
1627,IT,Data Communications Software Consultant,Urban,5,9%
1628,IT,Data Scientist,Rural,1,2%
1629,IT,Data Scientist,Urban,11,19%
1630,IT,Data Operations Director,Rural,1,2%
1631,IT,Data Operations Director,Urban,3,5%
1632,IT,Electronic Data Processing Auditor (EDP Auditor),Rural,2,4%
1633,IT,Electronic Data Processing Auditor (EDP Auditor),Urban,6,11%
1634,IT,Internet Database Specialist,Rural,2,4%
1635,IT,Internet Database Specialist,Urban,9,16%
1636,IT,Data Entry Representative,Rural,3,5%
1637,IT,Data Security Analyst,Urban,6,11%
1638,IT,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,5,9%
1639,IT,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,8,14%
1640,IT,Automatic Data Processing Planner (ADP Planner),Rural,1,2%
1641,IT,Automatic Data Processing Planner (ADP Planner),Urban,8,14%
1642,IT,Database Manager,Rural,5,9%
1643,IT,Database Manager,Urban,3,5%
1644,IT,Database Programmer,Urban,2,4%
1645,IT,Data Compiler,Rural,2,4%
1646,IT,Data Compiler,Urban,1,2%
1647,IT,Data Processing Manager,Urban,5,9%
1648,IT,Micro Computer Data Processor,Urban,2,4%
1649,IT,Database Development Project Manager,Rural,1,2%
1650,IT,Database Development Project Manager,Urban,1,2%
1651,IT,Data Specialist,Rural,1,2%
1652,IT,Data Processing Supervisor,Rural,1,2%
1653,IT,Data Processing Systems Project Planner,Rural,1,2%
1654,IT,Data Processing Systems Project Planner,Urban,9,16%
1655,IT,Data Technician,Urban,1,2%
1656,IT,Data Modeler,Urban,1,2%
1657,IT,Business Database Analyst,Urban,1,2%
1658,IT,Data Entry Operator,Rural,1,2%
1659,IT,Datastage Developer,Urban,1,2%
1660,IT,Database Architect,Rural,4,7%
1661,IT,Database Architect,Urban,11,19%
1662,IT,Data Examination Clerk,Urban,1,2%
1663,IT,Data Center Operator,Rural,1,2%
1664,IT,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,1,2%
1665,IT,Data Processing Auditor,Rural,4,7%
1666,IT,Data Processing Auditor,Urban,9,16%
1667,IT,Data Communications Analyst,Rural,2,4%
1668,IT,Data Communications Analyst,Urban,7,12%
1669,IT,Scientific Database Curator,Rural,1,2%
1670,IT,Scientific Database Curator,Urban,2,4%
1671,IT,Oracle Database Administrator (Oracle DBA),Rural,2,4%
1672,IT,Oracle Database Administrator (Oracle DBA),Urban,2,4%
1673,IT,GPS Field Data Collector (Global Positioning System Field Data Collector),Urban,1,2%
1674,IT,Data Warehousing Manager,Rural,5,9%
1675,IT,Data Warehousing Manager,Urban,8,14%
1676,IT,Data Sciences Director,Rural,1,2%
1677,IT,Data Sciences Director,Urban,1,2%
1678,IT,Data Manager,Urban,4,7%
1679,IT,Clinical Data Abstractor,Urban,1,2%
1680,IT,Data Architect,Rural,3,5%
1681,IT,Data Architect,Urban,8,14%
1682,IT,Data Control Clerk Supervisor,Urban,2,4%
1683,IT,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,3,5%
1684,IT,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,9,16%
1685,IT,SQL Database Administrator,Rural,1,2%
1686,IT,SQL Database Administrator,Urban,8,14%
1687,IT,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,2,4%
1688,IT,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,8,14%
1689,IT,Customer Data Technician,Urban,1,2%
1690,IT,Director of Data Operations,Rural,2,4%
1691,IT,Director of Data Operations,Urban,6,11%
1692,IT,Data Miner,Rural,2,4%
1693,IT,Data Miner,Urban,12,21%
1694,IT,Database Consultant,Rural,4,7%
1695,IT,Database Consultant,Urban,7,12%
1696,IT,Database Security Expert,Rural,1,2%
1697,IT,Database Security Expert,Urban,8,14%
1698,IT,Data Processing Systems Analyst,Urban,9,16%
1699,IT,Data Analyst,Urban,2,4%
1700,IT,Databases Computer Consultant,Rural,1,2%
1701,IT,Databases Computer Consultant,Urban,3,5%
1702,IT,Data Security Administrator,Urban,3,5%
1703,IT,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Rural,1,2%
1704,IT,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,3,5%
1705,IT,Data Processor,Rural,1,2%
1706,IT,Data Processor,Urban,2,4%
1707,IT,Clinical Data Analyst,Rural,1,2%
1708,IT,Voice and Data Technician,Urban,3,5%
1709,IT,Database Developer,Urban,2,4%
1710,IT,Data Processing Services Sales Representative,Urban,1,2%
1711,IT,Data Entry Associate,Urban,1,2%
1712,IT,Field Traffic Data Technician,Urban,1,2%
1713,IT,Computer or Data Processing Systems Consultant,Rural,2,4%
1714,IT,Computer or Data Processing Systems Consultant,Urban,5,9%
1715,IT,Data Transcriber,Rural,1,2%
1716,LT,Database Security Administrator,Urban,1,2%
1717,LT,Clinical Data Management Associate Director,Urban,1,2%
1718,LT,Database Administration Manager,Urban,1,2%
1719,LT,Maintenance Data Analyst,Urban,1,2%
1720,LT,Data Entry Specialist,Urban,1,2%
1721,LT,Database Management System Specialist (DBMS Specialist),Urban,1,2%
1722,LT,Database Designer,Urban,1,2%
1723,LT,Database Design Analyst,Urban,1,2%
1724,LT,Database Specialist,Urban,1,2%
1725,LT,Databases Software Consultant,Urban,2,4%
1726,LT,Data Warehouse Architect,Urban,1,2%
1727,LT,Data Warehouse Specialist,Urban,1,2%
1728,LT,Data Communications Software Consultant,Urban,2,4%
1729,LT,Data Operations Director,Urban,1,2%
1730,LT,Electronic Data Processing Auditor (EDP Auditor),Urban,2,4%
1731,LT,Internet Database Specialist,Urban,1,2%
1732,LT,Automatic Data Processing Planner (ADP Planner),Urban,2,4%
1733,LT,Database Manager,Urban,1,2%
1734,LT,Data Processing Systems Project Planner,Urban,1,2%
1735,LT,Data Processing Auditor,Urban,1,2%
1736,LT,Oracle Database Administrator (Oracle DBA),Urban,1,2%
1737,LT,SQL Database Administrator,Urban,1,2%
1738,LT,Director of Data Operations,Urban,1,2%
1739,LT,Data Security Administrator,Urban,1,2%
1740,LT,Voice and Data Technician,Urban,1,2%
1741,LU,Data Conversion Operator,Rural,1,2%
1742,LU,Database Security Administrator,Urban,1,2%
1743,LU,Data Storage Specialist,Rural,1,2%
1744,LU,Database Design Analyst,Rural,1,2%
1745,LU,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,2,4%
1746,LU,Data Communications Software Consultant,Rural,1,2%
1747,LU,Data Processing Auditor,Urban,1,2%
1748,LU,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,2%
1749,LV,Data Coordinator,Urban,1,2%
1750,LV,Data Conversion Operator,Urban,1,2%
1751,LV,Weight in Motion Field Data Collection Technician,Urban,1,2%
1752,LV,Head of Information Systems and Data Processing,Rural,1,2%
1753,LV,Data Warehousing Engineer,Urban,2,4%
1754,LV,Data Warehousing Specialist,Urban,1,2%
1755,LV,Data Base Design Analyst,Urban,1,2%
1756,LV,Database Administration Associate,Urban,1,2%
1757,LV,Database Design Analyst,Rural,1,2%
1758,LV,Data Warehouse Architect,Urban,1,2%
1759,LV,Data Systems Manager,Urban,1,2%
1760,LV,Data Operations Director,Urban,1,2%
1761,LV,Data Processing Clerk,Rural,1,2%
1762,LV,Data Processing Manager,Rural,1,2%
1763,LV,Data Processing Systems Project Planner,Rural,1,2%
1764,LV,Data Communications Analyst,Urban,1,2%
1765,LV,Data Warehousing Manager,Urban,1,2%
1766,LV,Data Architect,Urban,1,2%
1767,LV,Director of Data Operations,Rural,1,2%
1768,LV,Data Analyst,Urban,1,2%
1769,LV,Databases Computer Consultant,Urban,1,2%
1770,LV,Clinical Data Manager,Urban,1,2%
1771,MT,Database Coordinator,Rural,1,2%
1772,MT,Database Coordinator,Urban,1,2%
1773,MT,Data Scientist,Rural,1,2%
1774,MT,Internet Database Specialist,Urban,1,2%
1775,MT,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,2%
1776,NL,Data Processing Equipment Repairer,Rural,2,4%
1777,NL,Data Processing Equipment Repairer,Urban,1,2%
1778,NL,Database Analyst,Rural,1,2%
1779,NL,Data Coordinator,Rural,1,2%
1780,NL,Database Marketing Analyst,Rural,3,5%
1781,NL,Database Marketing Analyst,Urban,2,4%
1782,NL,Database Administration Project Manager,Rural,1,2%
1783,NL,Database Security Administrator,Rural,1,2%
1784,NL,Database Tester,Rural,1,2%
1785,NL,Database Tester,Urban,1,2%
1786,NL,Weight in Motion Field Data Collection Technician,Urban,1,2%
1787,NL,Data Administrator,Urban,3,5%
1788,NL,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,2%
1789,NL,Database Administration Manager,Urban,1,2%
1790,NL,Data Management Associate,Urban,4,7%
1791,NL,Data Modeling Specialist,Urban,2,4%
1792,NL,Data Processing Control Clerk,Urban,1,2%
1793,NL,Database Software Technician,Urban,3,5%
1794,NL,Data Collector,Rural,1,2%
1795,NL,Data Entry Supervisor,Rural,1,2%
1796,NL,Data Warehousing Engineer,Rural,1,2%
1797,NL,Data Warehousing Engineer,Urban,4,7%
1798,NL,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,2%
1799,NL,Database Development and Administration Project Manager,Urban,1,2%
1800,NL,Data Warehouse Analyst,Rural,1,2%
1801,NL,Data Warehouse Analyst,Urban,2,4%
1802,NL,Field Artillery Automated Tactical Data System Specialist,Urban,2,4%
1803,NL,Database Management System Specialist (DBMS Specialist),Urban,2,4%
1804,NL,Data Collection Technician,Urban,1,2%
1805,NL,Database Modeler,Rural,2,4%
1806,NL,Database Modeler,Urban,1,2%
1807,NL,Survey Data Technician,Urban,1,2%
1808,NL,Clinical Data Associate,Urban,1,2%
1809,NL,Data Analysis Assistant,Rural,1,2%
1810,NL,Database Designer,Urban,3,5%
1811,NL,Data Processing Mechanic,Urban,1,2%
1812,NL,Database Administration Associate,Rural,1,2%
1813,NL,Database Administration Associate,Urban,2,4%
1814,NL,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,2%
1815,NL,Database Design Analyst,Urban,1,2%
1816,NL,LiDAR Data Analyst,Urban,1,2%
1817,NL,Database Specialist,Urban,2,4%
1818,NL,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,2%
1819,NL,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,2,4%
1820,NL,Data Management Information Technology Specialist,Urban,2,4%
1821,NL,Data Warehouse Specialist,Urban,2,4%
1822,NL,Data Control Assistant,Rural,1,2%
1823,NL,Data Control Assistant,Urban,1,2%
1824,NL,Database Coordinator,Urban,4,7%
1825,NL,Data Systems Manager,Urban,1,2%
1826,NL,Automatic Data Processing Planner,Urban,3,5%
1827,NL,Data Processing Consultant,Urban,2,4%
1828,NL,Data Communications Software Consultant,Urban,1,2%
1829,NL,Data Scientist,Urban,3,5%
1830,NL,Electronic Data Processing Auditor (EDP Auditor),Rural,1,2%
1831,NL,Electronic Data Processing Auditor (EDP Auditor),Urban,4,7%
1832,NL,Internet Database Specialist,Rural,1,2%
1833,NL,Internet Database Specialist,Urban,2,4%
1834,NL,Data Security Analyst,Rural,1,2%
1835,NL,Data Security Analyst,Urban,3,5%
1836,NL,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,2%
1837,NL,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Rural,2,4%
1838,NL,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,4,7%
1839,NL,Database Manager,Urban,2,4%
1840,NL,Data Compiler,Rural,1,2%
1841,NL,Data Processing Manager,Rural,3,5%
1842,NL,Data Processing Manager,Urban,1,2%
1843,NL,Micro Computer Data Processor,Urban,1,2%
1844,NL,Data Technician,Rural,1,2%
1845,NL,Business Database Analyst,Urban,1,2%
1846,NL,Database Architect,Rural,1,2%
1847,NL,Data Examination Clerk,Rural,1,2%
1848,NL,Data Center Operator,Rural,1,2%
1849,NL,Data Center Operator,Urban,1,2%
1850,NL,SCADA Operator (Supervisory Control and Data Acquisition Operator),Rural,1,2%
1851,NL,Data Processing Auditor,Rural,1,2%
1852,NL,Data Communications Analyst,Urban,1,2%
1853,NL,Oracle Database Administrator (Oracle DBA),Rural,3,5%
1854,NL,GPS Field Data Collector (Global Positioning System Field Data Collector),Urban,1,2%
1855,NL,Data Warehousing Manager,Urban,2,4%
1856,NL,Data Sciences Director,Urban,1,2%
1857,NL,Data Manager,Urban,1,2%
1858,NL,Data Control Clerk Supervisor,Urban,2,4%
1859,NL,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,2%
1860,NL,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,2%
1861,NL,SQL Database Administrator,Urban,1,2%
1862,NL,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,1,2%
1863,NL,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,2%
1864,NL,Director of Data Operations,Rural,1,2%
1865,NL,Director of Data Operations,Urban,2,4%
1866,NL,Data Miner,Urban,2,4%
1867,NL,Database Consultant,Rural,1,2%
1868,NL,Database Consultant,Urban,2,4%
1869,NL,Database Security Expert,Urban,2,4%
1870,NL,Data Processing Systems Analyst,Rural,2,4%
1871,NL,Data Processing Systems Analyst,Urban,4,7%
1872,NL,Data Analyst,Rural,1,2%
1873,NL,Data Security Administrator,Rural,1,2%
1874,NL,Data Security Administrator,Urban,1,2%
1875,NL,Reference Data Expert,Urban,1,2%
1876,NL,Clinical Data Manager,Rural,1,2%
1877,NL,Data Processing Services Sales Representative,Urban,1,2%
1878,NL,Data Entry Associate,Urban,1,2%
1879,NL,Computer or Data Processing Systems Consultant,Urban,2,4%
1880,PL,Data Reduction Technician,Urban,1,2%
1881,PL,Data Processing Equipment Repairer,Urban,1,2%
1882,PL,Database Analyst,Urban,2,4%
1883,PL,Marketing Database Analyst,Urban,2,4%
1884,PL,Data Coordinator,Rural,3,5%
1885,PL,Data Coordinator,Urban,5,9%
1886,PL,Data Communications Technician,Rural,1,2%
1887,PL,Data Communications Technician,Urban,1,2%
1888,PL,Database Marketing Analyst,Urban,5,9%
1889,PL,Naval Tactical Data System--Combat Information Center Officer,Urban,1,2%
1890,PL,Database Administration Project Manager,Urban,1,2%
1891,PL,Database Security Administrator,Rural,1,2%
1892,PL,Database Security Administrator,Urban,10,18%
1893,PL,Database Administrator (DBA),Rural,1,2%
1894,PL,Database Administrator (DBA),Urban,1,2%
1895,PL,Flight Data Technician,Rural,1,2%
1896,PL,Flight Data Technician,Urban,2,4%
1897,PL,Database Tester,Rural,2,4%
1898,PL,Database Tester,Urban,4,7%
1899,PL,Weight in Motion Field Data Collection Technician,Urban,1,2%
1900,PL,Clinical Data Specialist,Urban,1,2%
1901,PL,Clinical Data Management Associate Director,Rural,1,2%
1902,PL,Electronic Data Interchange System Developer (EDI System Developer),Urban,5,9%
1903,PL,Data Administrator,Urban,7,12%
1904,PL,Database Engineer,Urban,5,9%
1905,PL,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,3,5%
1906,PL,Data Storage Specialist,Rural,2,4%
1907,PL,Data Storage Specialist,Urban,11,19%
1908,PL,Database Administration Manager,Urban,6,11%
1909,PL,Data Management Associate,Urban,5,9%
1910,PL,Data Modeling Specialist,Urban,5,9%
1911,PL,Data Processing Control Clerk,Urban,1,2%
1912,PL,Data Entry Specialist,Rural,1,2%
1913,PL,Database Software Technician,Rural,1,2%
1914,PL,Database Software Technician,Urban,6,11%
1915,PL,Data Collector,Urban,1,2%
1916,PL,Head of Information Systems and Data Processing,Urban,2,4%
1917,PL,Data Entry Supervisor,Urban,1,2%
1918,PL,Clinical Data Coordinator,Urban,1,2%
1919,PL,Data Warehousing Engineer,Urban,3,5%
1920,PL,Data Warehousing Specialist,Rural,1,2%
1921,PL,Data Warehousing Specialist,Urban,4,7%
1922,PL,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,1,2%
1923,PL,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,11,19%
1924,PL,Database Development and Administration Project Manager,Rural,2,4%
1925,PL,Database Development and Administration Project Manager,Urban,10,18%
1926,PL,Data Warehouse Analyst,Rural,1,2%
1927,PL,Data Warehouse Analyst,Urban,7,12%
1928,PL,Field Artillery Automated Tactical Data System Specialist,Rural,1,2%
1929,PL,Field Artillery Automated Tactical Data System Specialist,Urban,1,2%
1930,PL,Data Input Clerk,Urban,1,2%
1931,PL,Database Management System Specialist (DBMS Specialist),Urban,6,11%
1932,PL,Data Recovery Planner,Rural,1,2%
1933,PL,Data Collection Technician,Urban,3,5%
1934,PL,Database Modeler,Rural,2,4%
1935,PL,Database Modeler,Urban,2,4%
1936,PL,Survey Data Technician,Urban,1,2%
1937,PL,Data Coder Operator,Urban,1,2%
1938,PL,Data Base Design Analyst,Urban,3,5%
1939,PL,Flight Test Data Acquisition Technician,Urban,2,4%
1940,PL,Clinical Data Associate,Rural,1,2%
1941,PL,Data Capture Clerk,Urban,2,4%
1942,PL,Data Capture Specialist,Urban,3,5%
1943,PL,Data Reviewer,Rural,1,2%
1944,PL,Database Designer,Rural,1,2%
1945,PL,Database Designer,Urban,4,7%
1946,PL,Data Management Manager,Urban,1,2%
1947,PL,Database Administration Associate,Urban,4,7%
1948,PL,Geographic Information Systems Data Manager (GIS Data Manager),Rural,3,5%
1949,PL,Geographic Information Systems Data Manager (GIS Data Manager),Urban,3,5%
1950,PL,Database Technician,Urban,1,2%
1951,PL,Database Design Analyst,Rural,1,2%
1952,PL,Database Design Analyst,Urban,9,16%
1953,PL,LiDAR Data Analyst,Urban,3,5%
1954,PL,Database Specialist,Urban,5,9%
1955,PL,Data Entry Technician,Rural,1,2%
1956,PL,Data Entry Technician,Urban,1,2%
1957,PL,Clinical Data Management Manager (CDM Manager),Urban,2,4%
1958,PL,Databases Software Consultant,Rural,2,4%
1959,PL,Databases Software Consultant,Urban,3,5%
1960,PL,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,9,16%
1961,PL,Data Management Information Technology Specialist,Rural,2,4%
1962,PL,Data Management Information Technology Specialist,Urban,5,9%
1963,PL,Data Officer,Urban,7,12%
1964,PL,Data Typist,Urban,1,2%
1965,PL,Data Warehouse Architect,Urban,4,7%
1966,PL,Data Warehouse Specialist,Urban,9,16%
1967,PL,Data Control Assistant,Urban,1,2%
1968,PL,Data Acquisition Technician,Urban,2,4%
1969,PL,Medical Data Analyst,Rural,1,2%
1970,PL,Database Coordinator,Rural,1,2%
1971,PL,Database Coordinator,Urban,5,9%
1972,PL,Data Systems Manager,Rural,1,2%
1973,PL,Data Systems Manager,Urban,5,9%
1974,PL,Data Warehouse Developer,Rural,1,2%
1975,PL,Data Warehouse Developer,Urban,10,18%
1976,PL,Automatic Data Processing Planner,Rural,1,2%
1977,PL,Automatic Data Processing Planner,Urban,5,9%
1978,PL,Data Processing Consultant,Urban,5,9%
1979,PL,Data Communications Software Consultant,Rural,1,2%
1980,PL,Data Communications Software Consultant,Urban,5,9%
1981,PL,Data Scientist,Rural,1,2%
1982,PL,Data Scientist,Urban,1,2%
1983,PL,Data Operations Director,Rural,1,2%
1984,PL,Data Operations Director,Urban,3,5%
1985,PL,Data Processing Clerk,Urban,1,2%
1986,PL,Electronic Data Processing Auditor (EDP Auditor),Rural,1,2%
1987,PL,Electronic Data Processing Auditor (EDP Auditor),Urban,5,9%
1988,PL,Internet Database Specialist,Rural,1,2%
1989,PL,Internet Database Specialist,Urban,1,2%
1990,PL,Data Entry Representative,Urban,1,2%
1991,PL,Data Security Analyst,Rural,1,2%
1992,PL,Data Security Analyst,Urban,8,14%
1993,PL,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,1,2%
1994,PL,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,4,7%
1995,PL,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,2,4%
1996,PL,Automatic Data Processing Planner (ADP Planner),Rural,3,5%
1997,PL,Automatic Data Processing Planner (ADP Planner),Urban,3,5%
1998,PL,Database Manager,Rural,1,2%
1999,PL,Database Manager,Urban,5,9%
2000,PL,Database Programmer,Urban,2,4%
2001,PL,Data Compiler,Rural,2,4%
2002,PL,Data Processing Manager,Urban,7,12%
2003,PL,Data Specialist,Urban,2,4%
2004,PL,Data Processing Supervisor,Urban,1,2%
2005,PL,Analytical Data Miner,Urban,3,5%
2006,PL,Data Processing Systems Project Planner,Urban,3,5%
2007,PL,Data Technician,Urban,1,2%
2008,PL,Data Entry Operator,Urban,1,2%
2009,PL,Datastage Developer,Urban,2,4%
2010,PL,Database Architect,Rural,1,2%
2011,PL,Database Architect,Urban,3,5%
2012,PL,Data Examination Clerk,Urban,1,2%
2013,PL,Data Center Operator,Urban,1,2%
2014,PL,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,1,2%
2015,PL,Data Processing Auditor,Rural,2,4%
2016,PL,Data Processing Auditor,Urban,5,9%
2017,PL,Data Communications Analyst,Rural,3,5%
2018,PL,Data Communications Analyst,Urban,10,18%
2019,PL,Scientific Database Curator,Urban,1,2%
2020,PL,Oracle Database Administrator (Oracle DBA),Rural,1,2%
2021,PL,Oracle Database Administrator (Oracle DBA),Urban,6,11%
2022,PL,Data Warehousing Manager,Urban,5,9%
2023,PL,Data Sciences Director,Urban,2,4%
2024,PL,Clinical Data Abstractor,Urban,2,4%
2025,PL,Data Architect,Rural,1,2%
2026,PL,Data Architect,Urban,9,16%
2027,PL,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,3,5%
2028,PL,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,9,16%
2029,PL,SQL Database Administrator,Urban,10,18%
2030,PL,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,3,5%
2031,PL,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,11,19%
2032,PL,Customer Data Technician,Urban,2,4%
2033,PL,Director of Data Operations,Rural,2,4%
2034,PL,Director of Data Operations,Urban,9,16%
2035,PL,Data Miner,Urban,7,12%
2036,PL,Database Consultant,Rural,2,4%
2037,PL,Database Consultant,Urban,4,7%
2038,PL,Database Security Expert,Urban,9,16%
2039,PL,Data Processing Systems Analyst,Rural,1,2%
2040,PL,Data Processing Systems Analyst,Urban,4,7%
2041,PL,Databases Computer Consultant,Rural,1,2%
2042,PL,Databases Computer Consultant,Urban,3,5%
2043,PL,Data Security Administrator,Urban,8,14%
2044,PL,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,2,4%
2045,PL,Clinical Data Analyst,Urban,3,5%
2046,PL,Voice and Data Technician,Rural,1,2%
2047,PL,Reference Data Expert,Urban,1,2%
2048,PL,Database Developer,Urban,2,4%
2049,PL,Data Entry Associate,Rural,1,2%
2050,PL,Log Data Technician,Urban,1,2%
2051,PL,Field Traffic Data Technician,Rural,1,2%
2052,PL,Computer or Data Processing Systems Consultant,Urban,6,11%
2053,PL,Data Transcriber,Urban,1,2%
2054,PT,Data Reduction Technician,Urban,1,2%
2055,PT,Data Processing Equipment Repairer,Rural,1,2%
2056,PT,Data Coordinator,Rural,1,2%
2057,PT,Data Coordinator,Urban,5,9%
2058,PT,Data Conversion Operator,Urban,1,2%
2059,PT,Data Communications Technician,Urban,1,2%
2060,PT,Database Marketing Analyst,Urban,1,2%
2061,PT,Clinical Data Specialist,Urban,1,2%
2062,PT,Clinical Data Management Associate Director,Urban,1,2%
2063,PT,Electronic Data Interchange System Developer (EDI System Developer),Rural,1,2%
2064,PT,Electronic Data Interchange System Developer (EDI System Developer),Urban,2,4%
2065,PT,Data Administrator,Rural,1,2%
2066,PT,Data Administrator,Urban,4,7%
2067,PT,Database Engineer,Urban,2,4%
2068,PT,Data Storage Specialist,Rural,1,2%
2069,PT,Data Storage Specialist,Urban,1,2%
2070,PT,Database Administration Manager,Rural,1,2%
2071,PT,Data Management Associate,Urban,3,5%
2072,PT,Data Modeling Specialist,Urban,1,2%
2073,PT,Data Processing Control Clerk,Urban,1,2%
2074,PT,Database Software Technician,Rural,1,2%
2075,PT,Database Software Technician,Urban,1,2%
2076,PT,Data Collector,Urban,1,2%
2077,PT,Clinical Data Coordinator,Urban,1,2%
2078,PT,Data Warehousing Engineer,Rural,1,2%
2079,PT,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,1,2%
2080,PT,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,2%
2081,PT,Database Development and Administration Project Manager,Urban,1,2%
2082,PT,Data Warehouse Analyst,Urban,2,4%
2083,PT,Database Management System Specialist (DBMS Specialist),Urban,1,2%
2084,PT,Data Recovery Planner,Urban,3,5%
2085,PT,Data Base Design Analyst,Rural,2,4%
2086,PT,Data Capture Clerk,Urban,2,4%
2087,PT,Data Management Manager,Urban,1,2%
2088,PT,Database Administration Associate,Urban,2,4%
2089,PT,Data Entry Machine Operator,Urban,1,2%
2090,PT,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,2%
2091,PT,LiDAR Data Analyst,Rural,1,2%
2092,PT,Database Specialist,Urban,3,5%
